motif_id	motif_name	tf_class	region_type	n_hits	n_genes	mean_score	mean_dist
MA0451.2	kni	Thyroid hormone receptor-related factors (NR1)	gene_body	18018	18018		23750.9592074592
MA0452.3	Kr	More than 3 adjacent zinc fingers	gene_body	16733	16733		24987.8032032511
MA0195.2	Lim3	HD-LIM	gene_body	21692	21692		20605.9910566107
MA1459.2	M1BP	More than 3 adjacent zinc fingers	gene_body	17129	17129		24593.703893981
MA0197.3	nub	POU domain factors	gene_body	18052	18052		23584.7149346333
MA0126.2	ovo	More than 3 adjacent zinc fingers	gene_body	15143	15143		26390.9102555636
MA1702.2	Pdp1	CEBP-related	gene_body	13449	13449		27820.6342478995
MA0457.2	PHDP	Paired-related HD factors	gene_body	22860	22860		19638.8684164479
MA1460.2	pho	More than 3 adjacent zinc fingers	gene_body	13088	13088		28842.3261002445
MA0536.2	pnr	C4-GATA-related	gene_body	7934	7934		36887.9392488026
MA0200.2	Pph13	Paired-related HD factors	gene_body	21692	21692		20605.9910566107
MA0239.2	prd	""	gene_body	15143	15143		26390.9102555636
MA0243.2	sd	TEF-1-related factors	gene_body	17756	17756		23861.1677179545
MA0458.2	slp1	FOX	gene_body	18834	18834		23021.0296803653
MA0086.3	sna	More than 3 adjacent zinc fingers	gene_body	18508	18508		23360.696941863
MA0532.2	Stat92E	STAT factors	gene_body	17053	17053		24532.8015012021
MA1461.2	sv	Paired domain only	gene_body	16281	16281		25487.3830231558
MA0247.3	tin	Homeo	gene_body	16983	16983		24816.4177118295
MA0205.3	Trl	More than 3 adjacent zinc fingers	gene_body	19978	19978		22081.3807688457
MA0249.3	twi	Tal-related	gene_body	19459	19459		22450.3731949227
MA0094.3	Ubx	HOX	gene_body	20644	20644		21461.147403604
MA0016.2	usp	RXR-related receptors (NR2)	gene_body	16601	16601		25254.8432022167
MA1462.2	vfl	More than 3 adjacent zinc fingers	gene_body	17225	17225		24507.3786357039
MA0252.2	vis	TALE-type homeo domain factors	gene_body	24481	24481		18372.5559821903
MA0255.2	z	""	gene_body	18709	18709		23179.1910845048
MA0257.2	zen2	HOX	gene_body	21692	21692		20605.9910566107
MA1438.2	atf-7	Jun-related	gene_body	16632	16632		25104.0423280423
MA1444.2	cebp-1	CEBP-related	gene_body	14325	14325		27186.5243280977
MA0264.2	ceh-22	NK	gene_body	17570	17570		24193.0930563461
MA1699.2	ceh-38	HD-CUT	gene_body	19924	19924		22042.4247641036
MA0921.2	ceh-48	HD-CUT	gene_body	23926	23926		18784.3807991307
MA0538.2	daf-12	C4-GATA-related	gene_body	19289	19289		22659.5836487117
MA1446.2	daf-16	FOX	gene_body	18641	18641		23249.3674159112
MA0919.2	dsc-1	Paired-related HD factors	gene_body	21692	21692		20605.9910566107
MA0541.2	efl-1	E2F	gene_body	13905	13905		28106.4153182309
MA1701.2	elt-2	C4-GATA-related	gene_body	11881	11881		30114.2144600623
MA1439.2	elt-6	C4-GATA-related	gene_body	22867	22867		19621.5797874667
MA0543.2	eor-1	More than 3 adjacent zinc fingers	gene_body	22248	22248		20129.5460266091
MA0920.2	fkh-2	FOX	gene_body	21491	21491		20747.3137592481
MA0545.2	hlh-1	MyoD/ASC-related factors	gene_body	18864	18864		22976.1429707379
MA1449.2	hlh-30	bHLH-ZIP	gene_body	13270	13270		28409.296910324
MA0923.2	lim-4	HD-LIM	gene_body	20644	20644		21461.147403604
MA1441.2	lim-7	HD-LIM	gene_body	22860	22860		19638.8684164479
MA1450.2	lin-54	""	gene_body	18406	18406		23284.0369988047
MA1703.2	pqm-1	Factors with multiple dispersed zinc fingers	gene_body	15687	15687		25936.5150761777
MA0547.2	skn-1	Jun-related	gene_body	20708	20708		21381.9686111648
MA0925.2	sma-4	SMAD factors	gene_body	19053	19053		22846.3194772477
MA1443.2	unc-30	Paired-related HD factors	gene_body	21189	21189		21013.2755203172
MA0918.2	unc-62	TALE-type homeo domain factors	gene_body	18110	18110		23696.3981778023
MA0928.2	zfh-2	HD-ZF factors	gene_body	14597	14597		26815.2769747208
MA1704.2	zip-8	Jun-related	gene_body	13162	13162		28731.7031606139
MA1843.2	AP4	bHLH-ZIP	gene_body	15964	15964		25649.7092833876
MA1844.2	Atbf	HOX	gene_body	22860	22860		19638.8684164479
MA1845.2	Atoh7	Tal-related	gene_body	18651	18651		23161.8144335424
MA1846.2	Brachyury	Brachyury-related factors	gene_body	16147	16147		25541.7673871307
MA1847.2	Bsx	NK	gene_body	22536	22536		19903.3284966276
MA1848.2	Cebpg	CEBP-related	gene_body	22380	22380		20026.1248436104
MA1849.2	Creb1	CREB-related factors	gene_body	12597	12597		29444.9901563864
MA1850.2	Dlx-b	NK	gene_body	21692	21692		20605.9910566107
MA1851.2	Dlx-c	NK	gene_body	21692	21692		20605.9910566107
MA1852.2	Emx	NK	gene_body	22536	22536		19903.3284966276
MA1853.2	Erf-a	Ets-related	gene_body	13307	13307		28693.6494326294
MA1854.2	Etv1/4/5	Ets-related	gene_body	18282	18282		23512.3210808445
MA1855.2	Fli-Erg-a	Ets-related	gene_body	18282	18282		23512.3210808445
MA1856.2	Fli-Erg-b	Ets-related	gene_body	14269	14269		27461.8496741187
MA1857.2	Fli-Erg-c	Ets-related	gene_body	18282	18282		23512.3210808445
MA1858.2	Fos-b	Fos-related	gene_body	12977	12977		28960.8585959775
MA1859.2	FoxA-a	FOX	gene_body	19593	19593		22343.8332567754
MA1860.2	FoxA-b	FOX	gene_body	17927	17927		23751.4665588219
MA1861.2	FoxB	FOX	gene_body	18865	18865		22897.5810230586
MA1862.2	FoxD-b	FOX	gene_body	23252	23252		19320.0828745914
MA1863.2	FoxE	FOX	gene_body	23940	23940		18781.066374269
MA1864.2	FoxF	FOX	gene_body	23115	23115		19431.5727882328
MA1865.2	FoxG	FOX	gene_body	23615	23615		19027.4827440186
MA1866.2	FoxI-a	FOX	gene_body	23940	23940		18781.066374269
MA1867.2	FoxI-b	FOX	gene_body	19360	19360		22477.6545454545
MA1868.2	FoxI-c	FOX	gene_body	23662	23662		18992.8880483476
MA1869.2	FoxK	FOX	gene_body	23252	23252		19320.0828745914
MA1870.2	FoxL2	FOX	gene_body	19092	19092		22740.8228053635
MA1871.2	FoxM	FOX	gene_body	23940	23940		18781.066374269
MA1872.2	FoxO	FOX	gene_body	19319	19319		22562.6730679642
MA1873.2	FoxQ	FOX	gene_body	22900	22900		19601.1780786026
MA1874.2	GATA-a	C4-GATA-related	gene_body	22867	22867		19621.5797874667
MA1875.2	GATA1/2/3	C4-GATA-related	gene_body	22878	22878		19620.2479237696
MA1877.2	Hes-b	Hairy-related factors	gene_body	12925	12925		29351.1582978723
MA1878.2	Hes-c	Hairy-related factors	gene_body	10584	10584		32529.9017384732
MA1879.2	Hex	""	gene_body	22860	22860		19638.8684164479
MA1880.2	Hey	Hairy-related factors	gene_body	12970	12970		29297.6735543562
MA1881.2	Hmbox1	POU domain factors	gene_body	22860	22860		19638.8684164479
MA1882.2	Hnf1	POU domain factors	gene_body	20644	20644		21461.147403604
MA1883.2	Hox1	HOX	gene_body	22860	22860		19638.8684164479
MA1884.2	Hox3	HOX	gene_body	22719	22719		19749.1890928298
MA1885.2	Hox4	HOX	gene_body	22719	22719		19749.1890928298
MA1886.2	Hox5	HOX	gene_body	22536	22536		19903.3284966276
MA1887.2	Hsf1-2-4	HSF factors	gene_body	14693	14693		26875.1346899884
MA1888.2	Irf-b	Interferon-regulatory factors	gene_body	14503	14503		27162.2594635593
MA1889.2	Isx	Paired-related HD factors	gene_body	22860	22860		19638.8684164479
MA1891.2	Klf3/8/12	Three-zinc finger Kruppel-related	gene_body	18123	18123		23742.5749048171
MA1892.2	Klf5-like	Three-zinc finger Kruppel-related	gene_body	12477	12477		29815.7932996714
MA1894.2	large-Maf	Maf-related	gene_body	22668	22668		19778.8996823716
MA1895.2	Lhx3/4	HD-LIM	gene_body	22860	22860		19638.8684164479
MA1896.2	Lmx-b	HD-LIM	gene_body	20644	20644		21461.147403604
MA0118.2	Macho-1	""	gene_body	22254	22254		20128.7999910129
MA1897.2	Max	bHLH-ZIP	gene_body	16893	16893		24862.5449594507
MA1898.2	Meox	HOX	gene_body	22719	22719		19749.1890928298
MA1899.2	Mitf	bHLH-ZIP	gene_body	14595	14595		26863.820486468
MA1900.2	Mnx	HOX	gene_body	22860	22860		19638.8684164479
MA1901.2	Msx	NK	gene_body	22536	22536		19903.3284966276
MA1902.2	NFkb	NF-kappaB-related factors	gene_body	13270	13270		28600.6718914846
MA1903.2	Nk-1	NK	gene_body	22536	22536		19903.3284966276
MA1904.2	Nk-3	NK	gene_body	22860	22860		19638.8684164479
MA1905.2	Nkx3	NK	gene_body	22860	22860		19638.8684164479
MA1906.2	Noto	NK	gene_body	22719	22719		19749.1890928298
MA1907.2	Otp	Paired-related HD factors	gene_body	20644	20644		21461.147403604
MA1908.2	Otx	Paired-related HD factors	gene_body	11352	11352		30730.4203664553
MA1909.2	Prop	Paired-related HD factors	gene_body	22860	22860		19638.8684164479
MA1910.2	Rax	Paired-related HD factors	gene_body	22860	22860		19638.8684164479
MA1911.2	Rel	NF-kappaB-related factors	gene_body	13737	13737		27969.0067700371
MA1912.2	Six3/6	HD-SINE	gene_body	21530	21530		20736.1724570367
MA1913.2	small-Maf	Maf-related	gene_body	22668	22668		19778.8996823716
MA1914.2	Snail	More than 3 adjacent zinc fingers	gene_body	21816	21816		20486.0697653099
MA1915.2	SoxB1	SOX-related factors	gene_body	19026	19026		22848.5678019552
MA1916.2	SoxB2	SOX-related factors	gene_body	23470	23470		19143.5827013208
MA1917.2	SoxC	SOX-related factors	gene_body	23470	23470		19143.5827013208
MA1918.2	SoxF	SOX-related factors	gene_body	23470	23470		19143.5827013208
MA1919.2	Tbox-a	TBX1-related factors	gene_body	16270	16270		25449.6634910879
MA1920.2	Tbox-b	TBX1-related factors	gene_body	14833	14833		26985.5650913504
MA1921.2	Tbx15/18/22	TBX1-related factors	gene_body	16495	16495		25251.4919672628
MA1922.2	Tbx2/3	TBX2-related factors	gene_body	15917	15917		25753.2183828611
MA1923.2	Tcf3-4-12	E2A	gene_body	21816	21816		20486.0697653099
MA1924.2	Tlx	NK	gene_body	22860	22860		19638.8684164479
MA1925.2	Uncx-b	Paired-related HD factors	gene_body	22860	22860		19638.8684164479
MA1926.2	Usf	bHLH-ZIP	gene_body	12907	12907		29166.2846517394
MA1927.2	YY1-2	More than 3 adjacent zinc fingers	gene_body	16379	16379		25293.585688992
MA0619.2	LIN54	tesmin/TSO1-family	gene_body	21457	21457		20778.8768234143
MA0006.2	Ahr::Arnt	PAS domain factors	gene_body	22564	22564		19862.7078975359
MA0854.2	Alx1	Paired-related HD factors	gene_body	15027	15027		26268.9318559925
MA0634.2	ALX3	Paired-related HD factors	gene_body	21692	21692		20605.9910566107
MA0853.2	Alx4	Paired-related HD factors	gene_body	15637	15637		25858.8896207713
MA0690.3	TBX21	TBrain-related factors	gene_body	16389	16389		25307.9333089267
MA0007.4	Ar	Steroid hormone receptors (NR3)	gene_body	14404	14404		27453.9586226048
MA1463.2	ARGFX	Paired-related HD factors	gene_body	13738	13738		27866.6616683651
MA0601.2	Arid3b	ARID-related	gene_body	20177	20177		21805.4766318085
MA0602.2	Arid5a	ARID-related	gene_body	15467	15467		25890.5449020495
MA0259.2	ARNT::HIF1A	PAS domain factors	gene_body	22783	22783		19691.6518456744
MA1464.2	ARNT2	PAS domain factors	gene_body	12836	12836		29242.477407292
MA0603.2	Arntl	PAS domain factors	gene_body	12725	12725		29381.5802750491
MA0874.2	Arx	Paired-related HD factors	gene_body	16065	16065		25483.8230314348
MA1100.3	ASCL1	MyoD/ASC-related factors	gene_body	16602	16602		25025.9283218889
MA1631.2	ASCL1	MyoD/ASC-related factors	gene_body	18466	18466		23403.7961659266
MA1632.2	ATF2	Jun-related	gene_body	17502	17502		24237.0672494572
MA1988.2	Atf3	Fos-related	gene_body	18037	18037		23756.3223928591
MA0605.3	ATF3	Fos-related	gene_body	14058	14058		27712.1904253806
MA0833.3	ATF4	ATF-4-related factors	gene_body	17588	17588		24070.6518649079
MA1466.2	ATF6	Jun-related	gene_body	15539	15539		26264.0182122402
MA0834.2	ATF7	Jun-related	gene_body	14139	14139		27657.0065775515
MA0461.3	Atoh1	Tal-related	gene_body	16309	16309		25303.1763443497
MA1467.3	Atoh1	Tal-related	gene_body	18751	18751		23121.9581888966
MA0591.2	Bach1::Mafk	Jun-related	gene_body	16801	16801		24834.352895661
MA0496.4	MAFK	Maf-related	gene_body	16519	16519		25140.2000726436
MA1101.3	BACH2	Jun-related	gene_body	13401	13401		28364.1262592344
MA1470.2	BACH2	Jun-related	gene_body	15114	15114		26583.3582770941
MA0877.4	BARHL1	NK	gene_body	20688	20688		21416.0610982212
MA0635.2	BARHL2	NK	gene_body	20688	20688		21416.0610982212
MA0875.2	BARX1	NK	gene_body	22536	22536		19903.3284966276
MA1471.2	BARX2	NK	gene_body	18515	18515		23242.2386713476
MA1634.2	BATF	B-ATF-related factors	gene_body	18037	18037		23756.3223928591
MA0462.3	BATF::JUN	B-ATF-related factors	gene_body	18037	18037		23756.3223928591
MA0489.3	Jun	Jun-related	gene_body	14329	14329		27302.0219136018
MA0488.2	JUN	Jun-related	gene_body	17982	17982		23763.0675119564
MA0835.3	BATF3	B-ATF-related factors	gene_body	18037	18037		23756.3223928591
MA1989.2	Bcl11B	Factors with multiple dispersed zinc fingers	gene_body	20267	20267		21741.7143139093
MA0463.3	BCL6	More than 3 adjacent zinc fingers	gene_body	15819	15819		25766.092420507
MA1472.3	Bhlha15	Tal-related	gene_body	16844	16844		24841.2125385894
MA1635.2	BHLHE22	Tal-related	gene_body	20927	20927		21235.5129258852
MA0817.2	BHLHE23	Tal-related	gene_body	15532	15532		26053.3045325779
MA0464.3	BHLHE40	Hairy-related factors	gene_body	9452	9452		34122.5147058824
MA1928.2	BNC2	Factors with multiple dispersed zinc fingers	gene_body	18037	18037		23756.3223928591
MA0876.2	BSX	NK	gene_body	22536	22536		19903.3284966276
MA0465.3	CDX2	HOX	gene_body	16151	16151		25378.2344746455
MA1473.2	CDX4	HOX	gene_body	18386	18386		23343.8343304688
MA0102.5	CEBPA	CEBP-related	gene_body	17134	17134		24411.8379829579
MA0466.4	CEBPB	CEBP-related	gene_body	7727	7727		36407.3401061214
MA0836.3	CEBPD	CEBP-related	gene_body	16647	16647		24841.5444824893
MA0837.3	CEBPE	CEBP-related	gene_body	9776	9776		32812.6248977087
MA1636.2	CEBPG	CEBP-related	gene_body	17280	17280		24327.6232638889
MA0819.3	CLOCK	PAS domain factors	gene_body	13970	13970		27813.498138869
MA0018.5	CREB1	CREB-related factors	gene_body	16145	16145		25493.4017342831
MA0638.2	CREB3	CREB-related factors	gene_body	14382	14382		27460.6214712836
MA0839.2	CREB3L1	CREB-related factors	gene_body	15301	15301		26435.483628521
MA1474.2	CREB3L4	CREB-related factors	gene_body	15331	15331		26518.8209510143
MA1475.2	CREB3L4	CREB-related factors	gene_body	13562	13562		28328.6731308067
MA0840.2	Creb5	CREB-related factors	gene_body	14474	14474		27296.686610474
MA0609.3	CREM	CREB-related factors	gene_body	14440	14440		27341.1099030471
MA0467.3	Crx	Paired-related HD factors	gene_body	21189	21189		21013.2755203172
MA0139.2	CTCF	More than 3 adjacent zinc fingers	gene_body	18850	18850		23065.9423342175
MA1929.2	CTCF	More than 3 adjacent zinc fingers	gene_body	18083	18083		23714.0548581541
MA1930.2	CTCF	More than 3 adjacent zinc fingers	gene_body	18700	18700		23200.0848663102
MA1102.3	CTCFL	More than 3 adjacent zinc fingers	gene_body	17704	17704		24180.1381043832
MA0754.3	CUX1	HD-CUT	gene_body	11837	11837		30325.3720537298
MA0650.4	Hoxa13	HOX	gene_body	14274	14274		27166.3406193078
MA0901.3	HOXB13	HOX	gene_body	19457	19457		22488.7582361104
MA0755.2	CUX2	HD-CUT	gene_body	12576	12576		29138.8633110687
MA0639.2	DBP	CEBP-related	gene_body	11320	11320		30423.9649293286
MA0019.2	Ddit3::Cebpa	CEBP-related	gene_body	14764	14764		26862.1743429965
MA0879.3	DLX1	NK	gene_body	22536	22536		19903.3284966276
MA0885.3	Dlx2	NK	gene_body	14413	14413		27191.4660376049
MA0880.2	Dlx3	NK	gene_body	21692	21692		20605.9910566107
MA0881.2	Dlx4	NK	gene_body	21692	21692		20605.9910566107
MA1476.3	Dlx5	NK	gene_body	16313	16313		25219.0861889291
MA0882.2	DLX6	NK	gene_body	21692	21692		20605.9910566107
MA0883.2	Dmbx1	Paired-related HD factors	gene_body	14114	14114		27668.2074535922
MA1603.2	Dmrt1	DMRT factors	gene_body	18108	18108		23575.8322288491
MA0610.2	DMRT3	DMRT factors	gene_body	19041	19041		22826.1415892023
MA1707.2	DMRTA1	DMRT factors	gene_body	17534	17534		24057.1153188092
MA1478.2	DMRTA2	DMRT factors	gene_body	22205	22205		20167.2677775276
MA1479.2	DMRTC2	DMRT factors	gene_body	17566	17566		24096.0598884208
MA1480.2	DPRX	Paired-related HD factors	gene_body	15160	15160		26395.2350263852
MA1481.2	DRGX	Paired-related HD factors	gene_body	21692	21692		20605.9910566107
MA0611.3	Dux	Paired-related HD factors	gene_body	13963	13963		27351.2082646996
MA0864.3	E2F2	E2F	gene_body	11296	11296		31334.3309135977
MA0469.4	E2F3	E2F	gene_body	10745	10745		31961.6100511866
MA0756.3	ONECUT2	HD-CUT	gene_body	14601	14601		27022.9198000137
MA0470.3	E2F4	E2F	gene_body	11768	11768		30599.9778212101
MA0471.3	E2F6	E2F	gene_body	16790	16790		24975.9410958904
MA0865.3	E2F8	E2F	gene_body	12881	12881		29353.1197888363
MA0154.5	EBF1	Early B-Cell Factor-related factors	gene_body	15865	15865		25964.9328080681
MA1604.2	Ebf2	Early B-Cell Factor-related factors	gene_body	16861	16861		24873.0983334322
MA1637.2	EBF3	Early B-Cell Factor-related factors	gene_body	16975	16975		24756.0457731959
MA0162.5	EGR1	Three-zinc finger Kruppel-related	gene_body	17051	17051		24736.0396457686
MA0732.2	EGR3	Three-zinc finger Kruppel-related	gene_body	16800	16800		25032.9647619048
MA0733.2	EGR4	Three-zinc finger Kruppel-related	gene_body	17131	17131		24670.6809876831
MA0598.4	EHF	Ets-related	gene_body	17353	17353		24386.3495649167
MA0473.4	ELF1	Ets-related	gene_body	18776	18776		23096.690775458
MA1483.3	ELF2	Ets-related	gene_body	16319	16319		25418.1932716466
MA0640.3	ELF3	Ets-related	gene_body	17266	17266		24469.0074713309
MA0136.4	Elf5	Ets-related	gene_body	19269	19269		22656.7561886969
MA0028.3	ELK1	Ets-related	gene_body	15220	15220		26597.0791721419
MA0800.2	EOMES	TBrain-related factors	gene_body	17015	17015		24697.1450484866
MA1708.2	ETV7	Ets-related	gene_body	17056	17056		24745.4820590994
MA1495.2	HOXA1	HOX	gene_body	21692	21692		20605.9910566107
MA1932.2	ELK1::HOXB13	Ets-related	gene_body	15478	15478		26267.6454968342
MA0779.2	PAX1	Paired domain only	gene_body	16084	16084		25664.4391320567
MA0014.4	PAX5	Paired domain only	gene_body	15470	15470		26284.7763413058
MA0781.2	PAX9	Paired domain only	gene_body	16247	16247		25533.7393364929
MA0686.2	SPDEF	Ets-related	gene_body	14567	14567		27279.8928399808
MA1933.2	ELK1::SREBF2	Ets-related	gene_body	15420	15420		26350.6546692607
MA0828.3	SREBF2	bHLH-ZIP	gene_body	11685	11685		30647.8437312794
MA0843.2	TEF	CEBP-related	gene_body	11673	11673		30033.2689111625
MA0759.3	ELK3	Ets-related	gene_body	15493	15493		26341.0033563545
MA0076.3	ELK4	Ets-related	gene_body	14955	14955		26850.8094282849
MA0612.3	EMX1	NK	gene_body	21692	21692		20605.9910566107
MA0886.2	EMX2	NK	gene_body	21692	21692		20605.9910566107
MA0027.3	EN1	NK	gene_body	21692	21692		20605.9910566107
MA0642.3	EN2	NK	gene_body	18100	18100		23728.8928729282
MA0760.2	ERF	Ets-related	gene_body	15777	15777		26067.8982062496
MA1934.2	ERF::FIGLA	Ets-related	gene_body	17508	17508		24277.0139936029
MA0820.2	FIGLA	Tal-related	gene_body	21816	21816		20486.0697653099
MA1935.2	ERF::FOXI1	Ets-related	gene_body	19763	19763		22236.3323382078
MA1936.2	ERF::FOXO1	Ets-related	gene_body	20219	20219		21820.462980365
MA0480.3	Foxo1	FOX	gene_body	20500	20500		21614.4616097561
MA1937.2	ERF::HOXB13	Ets-related	gene_body	16960	16960		24801.3815448113
MA0058.4	MAX	bHLH-ZIP	gene_body	16893	16893		24862.5449594507
MA1938.2	ERF::NHLH1	Ets-related	gene_body	17162	17162		24631.1181097774
MA0048.3	NHLH1	Tal-related	gene_body	18342	18342		23456.9142950605
MA1939.2	ERF::SREBF2	Ets-related	gene_body	14918	14918		26861.0311703982
MA0474.4	Erg	Ets-related	gene_body	19366	19366		22594.5490550449
MA0112.4	ESR1	Steroid hormone receptors (NR3)	gene_body	14236	14236		27675.3257235178
MA0592.4	ESRRA	Steroid hormone receptors (NR3)	gene_body	17366	17366		24386.3551191984
MA0141.4	ESRRB	Steroid hormone receptors (NR3)	gene_body	16446	16446		25288.030949775
MA0643.2	Esrrg	Steroid hormone receptors (NR3)	gene_body	16297	16297		25396.8242007732
MA0644.3	ESX1	Paired-related HD factors	gene_body	18392	18392		23387.9763484124
MA0098.4	ETS1	Ets-related	gene_body	16367	16367		25455.2695668113
MA1484.2	ETS2	Ets-related	gene_body	16414	16414		25421.6738759596
MA0761.3	ETV1	Ets-related	gene_body	18653	18653		23230.2650511982
